study_name,trial_number,state,value,alpha,eps0,eps_decay,eps_end,gamma
sarsa-pokemon-study,109,COMPLETE,1.0,0.0750316664731955,0.6001571151589788,2791.0,0.02778517712513949,0.9785064851540611
sarsa-pokemon-study,110,COMPLETE,1.0,0.09526689437358637,0.9803154623647565,9173.0,0.012909897620257939,0.9032548103429665
sarsa-pokemon-study,111,COMPLETE,1.0,0.06082529568458836,0.9676172632618503,9331.0,0.03601991513578771,0.9079147082132195
sarsa-pokemon-study,112,COMPLETE,1.0,0.596239489982469,0.9348505277379175,8546.0,0.05473205544897617,0.9096196720584777
sarsa-pokemon-study,113,COMPLETE,1.0,0.11490661497220589,0.7732507263198024,9790.0,0.020736184445211456,0.9585795221401434
sarsa-pokemon-study,114,COMPLETE,1.0,0.1273300777307363,0.99995259178832,9508.0,0.06953619479695365,0.900304386893238
sarsa-pokemon-study,115,COMPLETE,1.0,0.0782033396347252,0.9135332300279788,7460.0,0.13639406836439252,0.9378521511180402
sarsa-pokemon-study,116,COMPLETE,1.0,0.05135383190544779,0.9585790596296224,8178.0,0.1905812526125915,0.9052584354474337
sarsa-pokemon-study,117,COMPLETE,1.0,0.15003125407105733,0.6977810152625861,8741.0,0.08372160499531978,0.9530481243963053
sarsa-pokemon-study,118,PRUNED,0.0,0.18487872514601575,0.5563829784620427,9919.0,0.10068546956560626,0.9641324399500248
sarsa-pokemon-study,119,COMPLETE,1.0,0.09511254722023767,0.8653085503216601,2499.0,0.17205407459058913,0.9175053489065158
sarsa-pokemon-study,120,COMPLETE,1.0,0.06423601343557192,0.9807642000295295,6970.0,0.03662168972246574,0.9915310895749552
sarsa-pokemon-study,121,COMPLETE,1.0,0.05552085021036478,0.7283785530523799,7452.0,0.05992458829141088,0.9840183341933385
sarsa-pokemon-study,122,COMPLETE,1.0,0.0608495358466336,0.9381316803187211,8467.0,0.018039397872372555,0.99663791760422
sarsa-pokemon-study,123,PRUNED,0.0,0.4029712521262995,0.5802831791124812,6274.0,0.12892479572219115,0.9883135314522258
sarsa-pokemon-study,124,COMPLETE,1.0,0.07135248921497118,0.886714551595948,3638.0,0.03023744265469881,0.9032927721895663
sarsa-pokemon-study,125,PRUNED,0.0,0.2322271052686112,0.9161036558594368,7686.0,0.06699879549349155,0.9949490013663413
sarsa-pokemon-study,126,COMPLETE,1.0,0.0819159672895557,0.6791617923765499,5312.0,0.09361321880440679,0.9243122987823938
sarsa-pokemon-study,127,COMPLETE,1.0,0.30404669058165734,0.5252526490392595,3102.0,0.16203285145801877,0.9102770466627997
sarsa-pokemon-study,128,COMPLETE,1.0,0.050150037598564415,0.9917652723488249,2213.0,0.07586753371059411,0.9313449365468731
sarsa-pokemon-study,129,COMPLETE,1.0,0.21122404593632696,0.9491992974021572,8953.0,0.1512818845236667,0.920309271733804
sarsa-pokemon-study,130,COMPLETE,1.0,0.08285098390250038,0.9655261398139383,6401.0,0.04895254224576274,0.9818206648281191
sarsa-pokemon-study,131,COMPLETE,1.0,0.07404773264031057,0.8997300718107619,6749.0,0.06224299917827227,0.9899157585861572
sarsa-pokemon-study,132,COMPLETE,1.0,0.09079153498839358,0.5010331401720816,5696.0,0.04360657733375129,0.9448338943107983
sarsa-pokemon-study,133,COMPLETE,1.0,0.10747210648706572,0.9402588125413707,7178.0,0.054616221308274565,0.9854429704060427
sarsa-pokemon-study,134,COMPLETE,1.0,0.05854107969605963,0.8774035618367224,6626.0,0.14414446846677798,0.9985891224823591
sarsa-pokemon-study,135,COMPLETE,0.6666666666666666,0.27509841014035424,0.7921719800255227,8031.0,0.034752558670606386,0.9400608163012973
sarsa-pokemon-study,136,COMPLETE,1.0,0.06604083106066885,0.9224828133562013,3443.0,0.06554577833423775,0.9942321341126585
sarsa-pokemon-study,137,COMPLETE,1.0,0.05374602789357108,0.8456410692964885,1679.0,0.1150514662318709,0.9556218815037476
sarsa-pokemon-study,138,COMPLETE,1.0,0.08906665484260326,0.5475708750641913,7454.0,0.05506375532424182,0.9500436133195251
sarsa-pokemon-study,139,COMPLETE,1.0,0.16985649608611952,0.9552214377035068,4682.0,0.11782574126181485,0.9285863011263474
sarsa-pokemon-study,140,COMPLETE,1.0,0.057353725288202394,0.8863248760463645,6919.0,0.15747409564907874,0.9637841442727377
sarsa-pokemon-study,141,COMPLETE,1.0,0.06219382488938764,0.8537309635222279,6075.0,0.1766473040040581,0.9693073021393254
sarsa-pokemon-study,142,PRUNED,0.0,0.5064880946077168,0.8183548184655924,5790.0,0.1455441140910645,0.9798771437108293
sarsa-pokemon-study,143,COMPLETE,1.0,0.06727950002396312,0.924600663309752,6543.0,0.1935288996773485,0.972258409186575
sarsa-pokemon-study,144,COMPLETE,1.0,0.054057727922180165,0.8284864575551085,7860.0,0.16563461659630796,0.9756916162016719
sarsa-pokemon-study,145,COMPLETE,1.0,0.13485942400794934,0.5121165541682605,6234.0,0.1345223576370003,0.9357033938760567
sarsa-pokemon-study,146,COMPLETE,1.0,0.07522242558921037,0.5322435523260886,7634.0,0.1999213981250409,0.9122584619086324
sarsa-pokemon-study,147,COMPLETE,1.0,0.0801067056975049,0.988224329961231,7208.0,0.12511808545344844,0.9603781616002981
sarsa-pokemon-study,148,COMPLETE,1.0,0.06368378256381992,0.9695045494567032,3900.0,0.08449985584957319,0.9474388293016218
sarsa-pokemon-study,149,COMPLETE,1.0,0.10059546921789811,0.911482180157806,2770.0,0.18658501604689012,0.9263701631871609
sarsa-pokemon-study,150,COMPLETE,1.0,0.1536802047068965,0.9042218048512811,8289.0,0.021686243135900438,0.950778486392582
sarsa-pokemon-study,151,COMPLETE,1.0,0.1370032566893999,0.8823756279968381,9056.0,0.012756962536392741,0.9669958137793917
sarsa-pokemon-study,152,COMPLETE,1.0,0.05216327756014368,0.8711944922829753,4154.0,0.04125444806049283,0.9565204763513522
sarsa-pokemon-study,153,COMPLETE,1.0,0.1806612348613096,0.9442054617542032,5089.0,0.03247567965392065,0.9159021732363997
sarsa-pokemon-study,154,COMPLETE,1.0,0.11386461421533908,0.898908425230107,8728.0,0.02192424012620635,0.9020985609082062
sarsa-pokemon-study,155,COMPLETE,1.0,0.14729677035198419,0.9598129979472461,8522.0,0.01744013819773515,0.9623183215544864
sarsa-pokemon-study,156,COMPLETE,1.0,0.0574871443654681,0.8580772327050435,9540.0,0.0263974214026347,0.9083024273426545
sarsa-pokemon-study,157,COMPLETE,1.0,0.12571270912206445,0.9284335978671611,3048.0,0.038755861091753566,0.9439702257342388
sarsa-pokemon-study,158,COMPLETE,1.0,0.07327691889002298,0.6312993775519243,3306.0,0.1695177416623086,0.9058381351395572
sarsa-pokemon-study,159,COMPLETE,1.0,0.06847166962452561,0.766136413789467,7336.0,0.18295344387214793,0.9674125317250782
sarsa-pokemon-study,160,COMPLETE,1.0,0.08632928213133569,0.6450646671375465,6829.0,0.10341260571783745,0.9527290074110216
sarsa-pokemon-study,161,COMPLETE,0.6666666666666666,0.16125005895091052,0.67990548355057,6488.0,0.09311136866147152,0.9562720771626043
sarsa-pokemon-study,162,COMPLETE,1.0,0.11979933049876766,0.6139315295823924,5606.0,0.07951460879162389,0.9401134854815644
sarsa-pokemon-study,163,PRUNED,0.0,0.34205404808411705,0.6533538322752774,6281.0,0.11037208029077997,0.9957632979490914
sarsa-pokemon-study,164,COMPLETE,1.0,0.0928624727049635,0.7328454717793231,2570.0,0.096496713909561,0.9913660499432542
sarsa-pokemon-study,165,COMPLETE,1.0,0.10357785620262928,0.7134039960169123,7116.0,0.07367415899895227,0.935869476083942
sarsa-pokemon-study,166,COMPLETE,1.0,0.07780791242484028,0.5907136745247233,6117.0,0.047173959083529976,0.9467133389754592
sarsa-pokemon-study,167,COMPLETE,1.0,0.09798547966213869,0.9747786701899216,5309.0,0.05171299458425737,0.9225278747355474
sarsa-pokemon-study,168,COMPLETE,1.0,0.24827254124597295,0.5376635736254066,5866.0,0.1308023858712143,0.9000085951546936
