episode,train_return,steps,epsilon,q_rows,eval_winrate,eval_return
67,-101.1033,14,0.763878,190,,
68,-100.1215,17,0.760850,191,,
69,105.9253,16,0.758013,192,,
70,106.1292,14,0.755539,193,,
71,106.3323,16,0.752722,194,,
72,-102.9339,20,0.749218,194,,
73,107.8151,12,0.747123,194,,
74,105.6138,14,0.744687,194,,
75,107.7098,14,0.742260,194,,
76,105.8739,14,0.739842,194,,
77,105.7268,16,0.737088,194,,
78,102.9404,18,0.734003,195,,
79,100.4399,28,0.729231,196,,
80,109.6547,9,0.727705,196,,
81,-103.8841,14,0.725337,196,,
82,100.9142,14,0.722978,196,,
83,-102.9790,15,0.720459,196,,
84,102.8263,25,0.716281,197,,
85,110.0116,15,0.713787,197,,
86,-102.7707,16,0.711138,197,,
87,103.8956,19,0.708005,202,,
88,-103.0283,18,0.705050,202,,
89,107.7209,14,0.702762,204,,
90,-104.8080,17,0.699993,204,,
91,108.8142,15,0.697560,204,,
92,104.1854,14,0.695298,204,,
93,102.4114,27,0.690957,205,,
94,104.9272,17,0.688238,209,,
95,109.6864,19,0.685214,210,,
96,-102.6949,17,0.682520,210,,
97,106.5094,15,0.680153,210,,
98,108.2226,9,0.678736,211,,
99,108.1780,12,0.676853,211,,
100,106.7808,19,0.673882,212,1.0000,109.9671
101,-102.4271,14,0.671703,212,,
102,104.5220,20,0.668602,212,,
103,-104.6296,20,0.665517,212,,
104,104.7344,10,0.663980,212,,
105,-101.4344,18,0.661223,212,,
106,105.5810,16,0.658783,212,,
107,107.5022,12,0.656959,214,,
108,103.4391,15,0.654688,215,,
109,106.0227,18,0.651973,216,,
110,-104.8310,12,0.650169,216,,
111,106.1767,10,0.648671,216,,
112,106.1646,14,0.646579,216,,
113,104.5907,15,0.644346,216,,
114,104.2187,12,0.642566,216,,
115,-103.5873,19,0.639758,216,,
116,102.3136,19,0.636963,216,,
117,-102.2908,15,0.634766,216,,
118,-102.4831,14,0.632723,216,,
119,108.5481,16,0.630397,218,,
120,-100.8560,16,0.628080,218,,
121,105.1372,22,0.624909,220,,
122,105.4320,13,0.623044,220,,
123,108.7191,10,0.621613,220,,
124,109.8573,15,0.619473,222,,
125,109.3773,12,0.617767,222,,
126,109.5748,14,0.615784,222,,
127,-103.7664,10,0.614371,222,,
128,106.6811,14,0.612399,222,,
129,104.8257,14,0.610434,222,,
130,104.9180,19,0.607779,223,,
131,107.9424,19,0.605135,226,,
132,102.9867,16,0.602919,226,,
133,-101.0192,15,0.600850,227,,
134,103.3899,12,0.599200,227,,
135,104.3383,26,0.595641,227,,
136,109.5918,12,0.594007,227,,
137,105.7092,11,0.592513,227,,
138,-100.9698,15,0.590482,227,,
139,108.5000,12,0.588863,227,,
140,108.2201,15,0.586846,227,,
141,101.2634,21,0.584035,227,,
142,104.7187,21,0.581239,227,,
143,-105.1622,21,0.578457,228,,
144,110.2691,17,0.576216,230,,
145,110.1879,12,0.574640,230,,
146,110.3970,16,0.572545,230,,
147,107.2095,10,0.571241,230,,
148,104.8266,18,0.568900,230,,
149,-105.0526,15,0.566958,230,,
150,108.4389,19,0.564508,230,1.0000,109.8906
151,109.7820,18,0.562198,230,,
152,105.4351,15,0.560281,230,,
153,109.9920,19,0.557863,230,,
154,107.9948,8,0.556848,230,,
155,110.2676,11,0.555457,230,,
156,-103.6204,10,0.554194,230,,
157,106.0030,9,0.553061,230,,
158,106.3415,10,0.551805,230,,
159,104.6817,15,0.549927,230,,
160,100.9375,15,0.548056,231,,
161,109.0993,11,0.546688,231,,
162,103.1925,17,0.544582,231,,
163,107.7554,14,0.542854,231,,
164,108.7465,16,0.540886,231,,
165,108.3599,24,0.537950,232,,
166,109.8444,12,0.536488,232,,
167,-103.5913,11,0.535152,232,,
168,-102.0108,18,0.532974,233,,
169,106.3761,10,0.531768,233,,
170,109.4972,11,0.530445,233,,
171,105.8318,12,0.529005,233,,
172,108.6945,12,0.527571,235,,
173,-100.5108,17,0.525545,236,,
174,110.7411,9,0.524476,236,,
175,106.3197,9,0.523410,236,,
176,107.3553,16,0.521520,236,,
177,107.1236,10,0.520343,236,,
178,105.3659,14,0.518700,237,,
179,111.3319,13,0.517179,237,,
180,104.4731,20,0.514849,238,,
181,110.0198,10,0.513688,238,,
182,-101.2231,15,0.511952,238,,
183,-103.9501,20,0.509648,238,,
184,102.5635,14,0.508043,238,,
185,103.0949,15,0.506328,239,,
186,107.9960,12,0.504961,239,,
187,105.7394,13,0.503485,239,,
188,109.4296,9,0.502466,239,,
189,107.3487,10,0.501336,239,,
190,107.1249,16,0.499534,239,,
191,100.7243,26,0.496622,239,,
192,102.4158,14,0.495061,239,,
193,106.4033,10,0.493950,239,,
194,104.4930,14,0.492399,239,,
195,107.0649,14,0.490853,240,,
196,110.5785,14,0.489313,240,,
197,100.8460,15,0.487669,240,,
198,105.8217,12,0.486358,240,,
199,111.2096,10,0.485268,240,,
200,102.5321,18,0.483314,240,1.0000,109.6594
201,-102.0519,14,0.481800,240,,
202,105.9148,9,0.480829,240,,
203,109.2315,12,0.479539,240,,
204,-106.0506,17,0.477717,240,,
205,109.4515,15,0.476116,240,,
206,109.4770,18,0.474203,241,,
207,110.7188,15,0.472615,241,,
208,-101.5709,21,0.470402,241,,
209,106.2851,11,0.469248,241,,
210,109.4796,8,0.468410,241,,
211,-103.4929,18,0.466531,241,,
212,109.9665,13,0.465180,241,,
213,110.2117,12,0.463936,241,,
214,108.1181,10,0.462903,241,,
215,110.3370,12,0.461666,241,,
216,112.5104,20,0.459613,243,,
217,111.5542,12,0.458386,243,,
218,111.1789,15,0.456857,243,,
219,102.3809,15,0.455334,243,,
220,109.0932,10,0.454322,243,,
221,104.9122,10,0.453313,243,,
222,106.0462,13,0.452004,243,,
223,-102.4486,17,0.450299,243,,
224,106.5911,12,0.449100,243,,
225,103.8862,14,0.447706,243,,
226,105.8708,10,0.446713,243,,
227,109.0939,13,0.445425,243,,
228,110.9939,13,0.444142,243,,
229,107.9740,16,0.442569,243,,
230,110.6486,12,0.441393,244,,
231,108.1343,8,0.440611,244,,
232,108.5354,16,0.439052,244,,
233,108.9631,13,0.437789,244,,
234,111.3437,11,0.436724,244,,
235,111.4200,17,0.435084,245,,
236,109.4102,9,0.434219,245,,
237,105.3683,12,0.433068,245,,
238,109.5676,14,0.431729,245,,
239,104.7069,18,0.430015,245,,
240,104.9646,19,0.428215,245,,
241,105.5270,12,0.427082,245,,
242,103.0991,11,0.426046,245,,
243,107.9591,11,0.425013,245,,
244,106.0030,9,0.424171,245,,
245,105.0982,10,0.423236,245,,
246,110.5537,10,0.422304,245,,
247,107.9522,11,0.421282,245,,
248,110.4841,13,0.420077,246,,
249,-102.7965,16,0.418600,246,,
250,110.6223,9,0.417772,246,1.0000,109.8253
251,-103.3925,13,0.416578,246,,
252,103.0369,19,0.414841,247,,
253,-102.1793,19,0.413112,248,,
254,109.1389,13,0.411934,248,,
255,109.1800,10,0.411030,248,,
256,105.8731,12,0.409949,248,,
257,99.9465,29,0.407349,248,,
258,105.9469,15,0.406011,248,,
259,106.8678,22,0.404058,248,,
260,-103.2531,20,0.402293,248,,
261,107.9870,9,0.401501,248,,
262,107.3575,11,0.400535,248,,
263,112.0568,12,0.399485,249,,
264,109.2503,13,0.398351,249,,
265,109.5836,9,0.397569,249,,
266,105.6025,17,0.396095,249,,
267,102.2274,14,0.394885,249,,
268,-103.4396,22,0.392994,249,,
269,103.4453,15,0.391710,249,,
270,108.1063,11,0.390771,249,,
271,109.7681,15,0.389496,249,,
272,105.7301,14,0.388310,249,,
273,108.0889,12,0.387296,249,,
274,107.2108,13,0.386202,249,,
275,106.7887,17,0.384776,249,,
276,105.8997,9,0.384024,249,,
277,108.3385,14,0.382857,249,,
278,109.5133,8,0.382192,249,,
279,109.9401,9,0.381445,249,,
280,102.4207,16,0.380122,249,,
281,110.2072,13,0.379051,249,,
282,110.6948,11,0.378147,249,,
283,106.4380,10,0.377328,249,,
284,110.0315,13,0.376266,249,,
285,-104.2818,17,0.374882,249,,
286,103.0465,13,0.373828,249,,
287,106.9990,10,0.373019,249,,
288,-101.5349,18,0.371569,249,,
289,109.9510,12,0.370606,249,,
290,107.4027,9,0.369885,249,,
291,109.5039,18,0.368449,249,,
292,108.5696,11,0.367574,249,,
293,108.8863,11,0.366702,249,,
294,-103.4064,17,0.365359,249,,
295,110.5667,16,0.364100,249,,
296,106.6619,11,0.363238,249,,
297,108.2927,14,0.362143,249,,
298,105.5497,13,0.361130,249,,
299,109.3465,9,0.360431,249,,
300,110.6077,12,0.359501,249,1.0000,109.7596
301,108.4757,14,0.358420,249,,
302,107.2374,11,0.357573,249,,
303,105.7783,10,0.356805,249,,
304,105.8727,10,0.356039,249,,
305,109.3277,8,0.355427,249,,
306,100.4622,17,0.354132,249,,
307,111.5115,13,0.353145,249,,
308,109.7437,9,0.352464,249,,
309,109.3958,10,0.351709,249,,
310,109.5133,8,0.351106,249,,
311,105.5933,11,0.350279,249,,
312,106.2477,12,0.349379,249,,
313,109.1618,13,0.348408,249,,
314,106.4161,14,0.347365,249,,
315,105.7033,13,0.346401,249,,
316,109.3914,8,0.345808,249,,
317,106.7758,12,0.344922,249,,
318,109.1269,10,0.344186,249,,
319,107.5731,12,0.343305,249,,
320,106.5018,10,0.342572,249,,
321,110.5780,10,0.341842,249,,
322,107.3671,10,0.341113,249,,
323,110.1208,15,0.340024,249,,
324,110.2208,10,0.339299,249,,
325,110.1722,11,0.338505,249,,
326,107.0058,10,0.337785,249,,
327,106.3346,12,0.336922,249,,
328,110.1338,15,0.335849,249,,
329,109.4122,10,0.335135,249,,
330,107.9948,13,0.334210,249,,
331,109.4636,10,0.333500,249,,
332,109.3364,9,0.332863,249,,
333,105.1580,13,0.331945,249,,
334,103.0100,11,0.331171,249,,
335,107.7764,12,0.330328,249,,
336,106.8165,12,0.329489,249,,
337,106.4261,11,0.328721,249,,
338,110.1795,11,0.327956,249,,
339,103.6484,11,0.327192,249,,
340,111.1842,16,0.326086,249,,
341,105.9148,9,0.325465,249,,
342,105.0289,10,0.324778,249,,
343,108.0503,9,0.324160,249,,
344,106.3946,9,0.323544,249,,
345,110.6942,14,0.322588,249,,
346,109.0861,10,0.321908,249,,
347,105.9880,11,0.321161,249,,
348,109.3277,8,0.320619,249,,
349,110.3526,13,0.319741,249,,
350,106.5018,10,0.319067,249,1.0000,109.6988
351,-103.5946,10,0.318396,249,,
352,110.7372,12,0.317592,249,,
353,109.3914,8,0.317057,249,,
354,110.5877,12,0.316257,249,,
355,106.2851,11,0.315526,249,,
356,111.2734,10,0.314863,249,,
357,107.5973,22,0.313410,249,,
358,106.8920,20,0.312096,249,,
359,109.3914,8,0.311573,249,,
360,109.5920,8,0.311050,249,,
361,109.3922,12,0.310268,249,,
362,105.9588,16,0.309229,249,,
363,109.4691,11,0.308517,249,,
364,106.0141,19,0.307292,249,,
365,109.1904,13,0.306457,249,,
366,110.0321,13,0.305625,249,,
367,110.1782,13,0.304796,249,,
368,110.2645,13,0.303969,249,,
369,113.6351,21,0.302639,249,,
370,104.0957,14,0.301756,249,,
371,108.7446,10,0.301128,249,,
372,105.6861,10,0.300501,249,,
373,107.5712,12,0.299750,249,,
374,108.1252,11,0.299065,249,,
375,111.3928,21,0.297760,249,,
376,108.7713,11,0.297080,249,,
377,109.3914,8,0.296586,249,,
378,111.2215,11,0.295909,249,,
379,109.4588,13,0.295111,249,,
380,108.0342,9,0.294560,249,,
381,102.5140,13,0.293767,249,,
382,109.2726,9,0.293219,249,,
383,109.3914,8,0.292733,249,,
384,110.0122,11,0.292066,249,,
385,108.8282,14,0.291221,249,,
386,110.4106,15,0.290318,250,,
387,112.1591,16,0.289358,250,,
388,109.4983,15,0.288462,250,,
389,105.4704,15,0.287570,250,,
390,109.9831,11,0.286918,250,,
391,107.4032,12,0.286208,250,,
392,109.9492,9,0.285677,250,,
393,109.1228,10,0.285088,250,,
394,109.4765,10,0.284502,250,,
395,106.3228,14,0.283682,250,,
396,109.4945,12,0.282982,250,,
397,111.8080,18,0.281936,250,,
398,102.2565,14,0.281126,250,,
399,105.8997,9,0.280606,250,,
400,102.6261,19,0.279514,250,1.0000,109.6751
401,108.7905,13,0.278769,250,,
402,109.3540,9,0.278255,250,,
403,109.4636,10,0.277685,250,,
404,109.9401,9,0.277173,250,,
405,108.5273,14,0.276379,250,,
406,110.5516,9,0.275871,250,,
407,107.0533,10,0.275307,250,,
408,107.9948,8,0.274856,250,,
409,109.8470,12,0.274183,250,,
410,108.2556,12,0.273511,250,,
411,107.8002,13,0.272786,250,,
412,110.1538,9,0.272285,250,,
413,111.4103,12,0.271620,250,,
414,108.8871,13,0.270900,250,,
415,109.2158,9,0.270404,250,,
416,108.9414,14,0.269634,250,,
417,109.3408,11,0.269031,250,,
418,108.3965,11,0.268429,250,,
419,110.0213,12,0.267775,250,,
420,110.5291,21,0.266635,250,,
421,110.4190,9,0.266148,250,,
422,105.8100,11,0.265554,250,,
423,108.4275,14,0.264801,250,,
424,108.5126,11,0.264211,250,,
425,109.1951,8,0.263783,250,,
426,108.1799,12,0.263143,250,,
427,109.1951,8,0.262717,250,,
428,109.0037,13,0.262027,250,,
429,110.9780,11,0.261444,250,,
430,108.8087,10,0.260916,250,,
431,110.0513,18,0.259969,250,,
432,107.2269,10,0.259445,250,,
433,111.5238,13,0.258766,250,,
434,108.4051,15,0.257984,250,,
435,109.2659,9,0.257517,250,,
436,107.9948,8,0.257102,250,,
437,108.0845,10,0.256585,250,,
438,108.7589,10,0.256069,250,,
439,111.4416,10,0.255555,250,,
440,109.4796,8,0.255144,250,,
441,109.5003,9,0.254683,250,,
442,109.3658,9,0.254223,250,,
443,108.7214,11,0.253662,250,,
444,109.6980,11,0.253103,250,,
445,107.7115,12,0.252494,250,,
446,110.0282,9,0.252039,250,,
447,111.1079,13,0.251384,250,,
448,109.5646,10,0.250881,250,,
449,109.5177,9,0.250429,250,,
450,106.0030,9,0.249979,250,1.0000,109.8593
451,108.0411,11,0.249430,250,,
452,110.2676,11,0.248882,250,,
453,110.4437,15,0.248138,250,,
454,111.0937,15,0.247396,250,,
455,109.5198,12,0.246805,250,,
456,109.6116,12,0.246215,250,,
457,109.6102,15,0.245481,250,,
458,110.8929,9,0.245041,250,,
459,108.4360,11,0.244506,250,,
460,101.8986,16,0.243729,250,,
461,109.5003,9,0.243294,250,,
462,108.9951,9,0.242860,250,,
463,110.8162,12,0.242282,250,,
464,111.0665,14,0.241610,250,,
465,109.4796,8,0.241227,250,,
466,108.7589,10,0.240750,250,,
467,110.6540,15,0.240036,250,,
468,109.1120,11,0.239514,250,,
469,109.4796,8,0.239135,250,,
470,109.4548,12,0.238569,250,,
471,111.4915,12,0.238004,250,,
472,110.1035,12,0.237441,250,,
473,109.5706,10,0.236973,250,,
474,110.1519,11,0.236459,250,,
475,110.7035,9,0.236040,250,,
476,110.9042,11,0.235529,250,,
477,110.3201,12,0.234973,250,,
478,109.3116,9,0.234558,250,,
479,107.0301,15,0.233867,250,,
480,110.4567,11,0.233362,250,,
481,106.0211,11,0.232858,250,,
482,109.1207,13,0.232265,250,,
483,101.4192,23,0.231220,250,,
484,110.5928,14,0.230587,250,,
485,109.2363,9,0.230181,250,,
486,110.0185,10,0.229731,250,,
487,110.9676,10,0.229282,250,,
488,-100.0484,15,0.228611,250,,
489,110.7035,9,0.228210,250,,
490,110.8267,12,0.227676,250,,
491,107.9948,8,0.227321,250,,
492,110.3201,12,0.226790,250,,
493,110.7035,9,0.226393,250,,
494,110.6247,13,0.225820,250,,
495,111.2908,10,0.225381,250,,
496,110.7035,9,0.224987,250,,
497,106.4220,11,0.224506,250,,
498,110.7035,9,0.224114,250,,
499,110.8253,9,0.223723,250,,
500,110.0185,10,0.223289,250,1.0000,110.7689
