episode,train_return,steps,epsilon,q_rows,eval_winrate,eval_return
764,101.9592,14,0.132225,314,,
765,105.2979,15,0.131917,314,,
766,103.0087,17,0.131570,314,,
767,106.8599,11,0.131346,314,,
768,106.9570,11,0.131123,314,,
769,108.2377,12,0.130880,314,,
770,106.8589,11,0.130658,314,,
771,108.0171,14,0.130376,314,,
772,107.6153,12,0.130135,314,,
773,105.0829,13,0.129875,314,,
774,107.8466,10,0.129675,314,,
775,107.8231,10,0.129477,314,,
776,106.7658,11,0.129258,314,,
777,108.3445,11,0.129041,314,,
778,107.5871,10,0.128843,314,,
779,107.6967,10,0.128646,314,,
780,107.6555,10,0.128450,314,,
781,108.6100,14,0.128176,314,,
782,108.3784,11,0.127961,314,,
783,108.1365,12,0.127728,314,,
784,106.1617,10,0.127534,314,,
785,107.8211,10,0.127340,314,,
786,108.2426,12,0.127108,314,,
787,107.3565,11,0.126897,314,,
788,108.5868,10,0.126705,314,,
789,107.6286,10,0.126513,314,,
790,107.4791,10,0.126322,314,,
791,107.7981,10,0.126131,314,,
792,107.6202,10,0.125941,314,,
793,108.5576,9,0.125771,314,,
794,107.9163,10,0.125582,314,,
795,107.8880,13,0.125336,315,,
796,107.7533,10,0.125148,315,,
797,110.4908,11,0.124942,315,,
798,107.8007,10,0.124755,315,,
799,110.6941,11,0.124549,315,,
800,107.4920,11,0.124345,315,1.0000,107.8161
801,107.6688,10,0.124159,315,,
802,107.8132,10,0.123974,315,,
803,106.2980,14,0.123715,315,,
804,107.6812,10,0.123531,315,,
805,107.8116,10,0.123348,315,,
806,107.4549,10,0.123165,315,,
807,106.3009,10,0.122982,315,,
808,108.0424,10,0.122800,315,,
809,110.9438,9,0.122636,315,,
810,104.7650,16,0.122346,315,,
811,107.7292,10,0.122165,315,,
812,107.6179,10,0.121985,315,,
813,107.4855,10,0.121806,315,,
814,107.7784,11,0.121608,315,,
815,111.0449,9,0.121447,315,,
816,108.5908,10,0.121269,315,,
817,107.7535,11,0.121073,315,,
818,107.6337,10,0.120896,315,,
819,107.6082,10,0.120719,315,,
820,107.9379,10,0.120542,315,,
821,107.5331,10,0.120366,315,,
822,106.6129,13,0.120138,315,,
823,107.1459,10,0.119963,315,,
824,107.7327,10,0.119788,315,,
825,107.5793,10,0.119614,315,,
826,108.7849,9,0.119457,315,,
827,107.5604,10,0.119284,315,,
828,107.5833,10,0.119111,315,,
829,106.9141,10,0.118938,315,,
830,110.0519,11,0.118749,315,,
831,107.6562,10,0.118577,315,,
832,108.5503,9,0.118423,315,,
833,107.7927,15,0.118167,315,,
834,107.2948,11,0.117980,315,,
835,108.2517,11,0.117793,315,,
836,107.6258,10,0.117624,315,,
837,107.8799,10,0.117455,315,,
838,107.6511,10,0.117287,315,,
839,107.7028,11,0.117102,315,,
840,107.7210,10,0.116934,315,,
841,107.8270,10,0.116767,315,,
842,107.5011,12,0.116567,315,,
843,107.6242,10,0.116401,315,,
844,110.8448,9,0.116252,315,,
845,110.9879,9,0.116103,315,,
846,106.1886,11,0.115921,315,,
847,107.4301,12,0.115724,315,,
848,107.6142,10,0.115560,315,,
849,107.3381,10,0.115396,315,,
850,107.8076,10,0.115233,315,1.0000,107.9270
851,107.9690,12,0.115037,315,,
852,108.5686,9,0.114891,315,,
853,105.0128,15,0.114648,315,,
854,111.1668,10,0.114487,315,,
855,111.0505,11,0.114310,315,,
856,111.0357,10,0.114149,315,,
857,107.6692,11,0.113973,315,,
858,110.7715,9,0.113829,315,,
859,110.3727,10,0.113670,315,,
860,106.3201,10,0.113511,315,,
861,110.8480,9,0.113368,315,,
862,108.0402,10,0.113210,315,,
863,107.5176,10,0.113052,315,,
864,111.2143,11,0.112879,315,,
865,110.8212,9,0.112738,315,,
866,108.7074,12,0.112550,315,,
867,107.8904,10,0.112394,315,,
868,110.8803,9,0.112253,315,,
869,112.3180,11,0.112082,315,,
870,111.2532,9,0.111943,315,,
871,110.6474,9,0.111804,315,,
872,110.8404,9,0.111665,315,,
873,110.8282,9,0.111526,315,,
874,104.3621,12,0.111342,315,,
875,110.9648,9,0.111204,315,,
876,104.9564,11,0.111036,315,,
877,110.6643,11,0.110868,315,,
878,110.8400,9,0.110731,315,,
879,110.7913,9,0.110595,315,,
880,110.8685,9,0.110459,315,,
881,110.8143,9,0.110323,315,,
882,110.9147,11,0.110157,315,,
883,111.0312,9,0.110022,315,,
884,107.5314,10,0.109872,315,,
885,110.8858,9,0.109738,315,,
886,110.8455,9,0.109603,315,,
887,110.9580,9,0.109469,315,,
888,107.8601,10,0.109321,315,,
889,108.5852,12,0.109143,315,,
890,107.8955,10,0.108996,315,,
891,111.1615,10,0.108848,315,,
892,108.6038,9,0.108716,315,,
893,110.9979,9,0.108584,315,,
894,107.3010,13,0.108394,315,,
895,110.8878,10,0.108248,315,,
896,107.6959,10,0.108103,315,,
897,107.7348,11,0.107943,315,,
898,110.8597,9,0.107813,315,,
899,110.6537,9,0.107683,315,,
900,110.8601,9,0.107553,315,1.0000,109.5353
901,110.8688,9,0.107424,315,,
902,108.7849,9,0.107295,315,,
903,110.8807,10,0.107152,315,,
904,111.0641,9,0.107023,315,,
905,105.1487,15,0.106810,315,,
906,107.7256,10,0.106668,315,,
907,106.0162,12,0.106498,315,,
908,110.8404,9,0.106371,315,,
909,110.9521,9,0.106245,315,,
910,107.7042,10,0.106104,315,,
911,107.5144,10,0.105964,315,,
912,110.8271,9,0.105838,315,,
913,110.8278,9,0.105713,315,,
914,111.0033,9,0.105588,315,,
915,110.8523,10,0.105449,315,,
916,110.6088,12,0.105283,315,,
917,110.8229,9,0.105159,315,,
918,107.1188,14,0.104966,315,,
919,111.6171,10,0.104829,315,,
920,110.8615,9,0.104705,315,,
921,110.8211,9,0.104582,315,,
922,109.7513,10,0.104446,315,,
923,106.9699,11,0.104297,315,,
924,107.6905,10,0.104161,315,,
925,110.9376,10,0.104026,315,,
926,107.6731,10,0.103891,315,,
927,108.6744,12,0.103729,315,,
928,106.7633,13,0.103555,315,,
929,110.9748,9,0.103435,315,,
930,108.3739,13,0.103261,315,,
931,111.9744,11,0.103115,316,,
932,106.5524,11,0.102969,316,,
933,107.9694,10,0.102837,316,,
934,109.5291,13,0.102666,316,,
935,110.7048,10,0.102534,316,,
936,111.0306,9,0.102416,316,,
937,111.5550,10,0.102285,316,,
938,107.7040,10,0.102155,316,,
939,107.6687,10,0.102024,316,,
940,111.4027,12,0.101869,316,,
941,108.0228,10,0.101739,316,,
942,111.3741,10,0.101610,317,,
943,107.8305,13,0.101442,317,,
944,110.8973,9,0.101327,317,,
945,110.8742,9,0.101211,317,,
946,104.1903,15,0.101020,317,,
947,110.1318,11,0.100880,317,,
948,107.5201,10,0.100753,317,,
949,104.1785,14,0.100575,317,,
950,110.8075,9,0.100462,317,1.0000,109.9987
951,110.8908,9,0.100348,317,,
952,110.8048,9,0.100235,317,,
953,107.5650,10,0.100110,317,,
954,110.9782,11,0.099972,317,,
955,109.6589,10,0.099847,317,,
956,110.8530,9,0.099735,317,,
957,107.6190,10,0.099611,317,,
958,110.9023,10,0.099487,317,,
959,107.6336,11,0.099351,317,,
960,107.7767,10,0.099228,317,,
961,107.5643,11,0.099093,317,,
962,110.8087,9,0.098982,317,,
963,111.0419,10,0.098860,317,,
964,107.7452,12,0.098714,317,,
965,111.5308,11,0.098580,317,,
966,111.0226,9,0.098471,317,,
967,111.0265,9,0.098362,317,,
968,106.9235,10,0.098241,317,,
969,110.9628,9,0.098133,317,,
970,110.8116,9,0.098025,317,,
971,110.2374,11,0.097893,317,,
972,110.8080,9,0.097785,317,,
973,108.5498,9,0.097678,317,,
974,107.9979,14,0.097511,317,,
975,111.0699,9,0.097404,317,,
976,110.7812,9,0.097298,317,,
977,110.8212,9,0.097191,317,,
978,104.3154,14,0.097027,317,,
979,110.7752,9,0.096921,317,,
980,109.9785,11,0.096792,317,,
981,111.0658,9,0.096687,317,,
982,111.3508,11,0.096559,317,,
983,110.8370,9,0.096454,317,,
984,107.7119,10,0.096338,317,,
985,108.2676,11,0.096211,317,,
986,107.7109,12,0.096072,317,,
987,107.7291,10,0.095957,317,,
988,110.8310,10,0.095843,317,,
989,110.8734,10,0.095728,317,,
990,110.8798,10,0.095614,317,,
991,107.2484,10,0.095500,317,,
992,107.5706,10,0.095386,317,,
993,107.6379,10,0.095273,317,,
994,110.1543,10,0.095160,317,,
995,111.0103,9,0.095059,317,,
996,106.5802,10,0.094946,317,,
997,107.6432,10,0.094834,317,,
998,108.0866,10,0.094722,317,,
999,110.8283,9,0.094621,317,,
1000,108.0350,11,0.094499,317,1.0000,109.6629
