episode,train_return,steps,epsilon,q_rows,eval_winrate,eval_return
86,103.3964,15,0.719621,250,,
87,101.3732,19,0.716448,250,,
88,102.8953,16,0.713787,250,,
89,106.1816,14,0.711468,250,,
90,105.9339,13,0.709322,250,,
91,102.6562,13,0.707183,250,,
92,103.9743,19,0.704068,251,,
93,100.2307,24,0.700156,251,,
94,104.3093,15,0.697722,252,,
95,107.5026,10,0.696105,252,,
96,109.3463,13,0.694009,254,,
97,105.3690,10,0.692401,254,,
98,107.7912,13,0.690316,255,,
99,-102.7862,18,0.687441,257,,
100,-105.1478,11,0.685691,258,1.0000,107.1994
101,109.3111,14,0.683470,265,,
102,-103.1109,15,0.681099,266,,
103,109.2079,14,0.678894,266,,
104,106.4332,15,0.676540,266,,
105,106.6150,12,0.674663,266,,
106,107.7599,10,0.673103,266,,
107,105.4068,13,0.671081,266,,
108,101.4353,16,0.668602,266,,
109,-104.8175,12,0.666749,266,,
110,107.4327,21,0.663519,268,,
111,101.6846,19,0.660612,268,,
112,107.1979,12,0.658783,268,,
113,-101.5364,18,0.656050,268,,
114,105.5058,10,0.654536,270,,
115,102.1064,16,0.652123,270,,
116,100.6964,16,0.649719,270,,
117,101.6829,24,0.646132,271,,
118,-104.3773,19,0.643307,271,,
119,106.0981,11,0.641678,271,,
120,107.2380,16,0.639316,271,,
121,108.2261,12,0.637550,272,,
122,108.1734,13,0.635644,272,,
123,104.0005,13,0.633744,272,,
124,-104.1587,22,0.630542,273,,
125,103.2650,22,0.627358,273,,
126,108.8121,12,0.625628,273,,
127,109.4131,11,0.624047,273,,
128,102.4581,20,0.621184,273,,
129,106.1111,18,0.618620,273,,
130,103.6516,13,0.616775,273,,
131,105.5173,12,0.615077,274,,
132,110.0399,12,0.613384,274,,
133,101.0802,21,0.610434,274,,
134,107.4243,15,0.608337,274,,
135,105.0716,18,0.605830,274,,
136,-101.6171,21,0.602919,275,,
137,107.7118,10,0.601539,275,,
138,102.1730,16,0.599337,275,,
139,-104.1657,18,0.596870,275,,
140,100.9842,18,0.594415,275,,
141,104.6007,11,0.592920,275,,
142,108.7084,14,0.591023,275,,
143,107.2048,14,0.589133,275,,
144,102.9063,12,0.587518,275,,
145,-105.0950,12,0.585908,275,,
146,106.3937,11,0.584436,275,,
147,107.8186,12,0.582835,275,,
148,-99.4664,19,0.580310,275,,
149,101.3833,17,0.578061,275,,
150,110.3511,14,0.576216,279,1.0000,107.3763
151,107.6800,13,0.574509,279,,
152,105.8915,19,0.572023,279,,
153,107.1697,18,0.569679,279,,
154,-103.4095,13,0.567993,280,,
155,110.6208,10,0.566700,280,,
156,102.4125,22,0.563866,281,,
157,104.3699,16,0.561814,281,,
158,105.6188,13,0.560154,281,,
159,106.5789,13,0.558498,281,,
160,109.8014,16,0.556468,281,,
161,108.8964,16,0.554447,281,,
162,-102.1908,17,0.552307,282,,
163,110.1914,14,0.550552,282,,
164,105.2262,17,0.548429,284,,
165,105.7243,15,0.546564,284,,
166,106.6742,12,0.545076,284,,
167,108.3521,12,0.543593,284,,
168,106.4057,14,0.541869,284,,
169,107.5528,12,0.540395,284,,
170,105.7922,19,0.538072,284,,
171,106.0342,15,0.536245,285,,
172,105.7755,13,0.534667,285,,
173,103.5264,19,0.532370,285,,
174,106.6703,12,0.530925,285,,
175,109.3345,10,0.529725,285,,
176,109.6020,12,0.528287,285,,
177,109.2151,13,0.526736,286,,
178,-103.2941,19,0.524476,286,,
179,108.1619,11,0.523173,286,,
180,110.2118,12,0.521756,286,,
181,105.4859,14,0.520108,286,,
182,106.1519,20,0.517763,286,,
183,108.6695,11,0.516479,286,,
184,107.3217,18,0.514384,286,,
185,102.1984,19,0.512183,286,,
186,107.3166,16,0.510338,286,,
187,106.0607,13,0.508845,286,,
188,106.5805,12,0.507470,286,,
189,-102.9424,14,0.505872,286,,
190,104.2115,14,0.504279,287,,
191,105.9545,13,0.502805,287,,
192,-101.0965,16,0.500998,287,,
193,-101.7361,16,0.499197,287,,
194,110.5370,14,0.497628,287,,
195,107.3545,13,0.496175,287,,
196,108.9665,15,0.494505,287,,
197,106.7163,12,0.493174,287,,
198,107.6327,10,0.492067,287,,
199,-102.1818,16,0.490302,287,,
200,107.3261,11,0.489093,287,1.0000,108.0130
201,105.5346,13,0.487669,287,,
202,106.1864,12,0.486358,288,,
203,103.1175,20,0.484181,288,,
204,106.9541,22,0.481800,288,,
205,102.9707,16,0.480076,288,,
206,107.2262,11,0.478895,288,,
207,106.6049,11,0.477717,288,,
208,108.0316,16,0.476010,289,,
209,106.2073,15,0.474415,289,,
210,-102.6882,18,0.472510,289,,
211,103.6834,12,0.471244,289,,
212,105.7157,15,0.469667,289,,
213,106.3154,13,0.468305,289,,
214,105.6877,11,0.467157,289,,
215,106.6780,14,0.465699,289,,
216,-103.5816,11,0.464558,289,,
217,-101.1992,18,0.462696,289,,
218,106.9434,13,0.461357,289,,
219,107.1118,12,0.460125,289,,
220,109.0930,12,0.458896,289,,
221,110.7036,11,0.457774,289,,
222,106.2621,10,0.456755,289,,
223,107.6444,12,0.455537,289,,
224,108.2833,14,0.454120,289,,
225,107.3244,13,0.452809,289,,
226,106.8507,10,0.451803,289,,
227,106.5564,12,0.450599,289,,
228,110.7525,13,0.449300,290,,
229,106.4178,18,0.447507,292,,
230,106.6964,12,0.446316,292,,
231,108.9826,14,0.444931,292,,
232,107.2829,12,0.443748,292,,
233,111.1582,10,0.442765,293,,
234,107.5243,11,0.441687,293,,
235,107.7036,11,0.440611,293,,
236,-101.6249,13,0.439343,293,,
237,107.3903,10,0.438371,295,,
238,-104.1953,13,0.437111,296,,
239,108.5250,9,0.436241,296,,
240,107.8447,10,0.435277,296,,
241,106.2827,14,0.433931,296,,
242,107.8600,10,0.432972,296,,
243,107.9401,13,0.431729,296,,
244,108.7142,21,0.429731,296,,
245,-105.4287,12,0.428593,296,,
246,106.8188,13,0.427365,296,,
247,110.7452,14,0.426046,298,,
248,107.6661,16,0.424545,298,,
249,108.5491,12,0.423423,298,,
250,109.8571,11,0.422398,298,1.0000,107.9775
251,106.2541,10,0.421468,298,,
252,106.4724,14,0.420170,299,,
253,107.7875,10,0.419246,299,,
254,108.7263,12,0.418140,299,,
255,-104.7405,15,0.416762,300,,
256,111.6996,11,0.415754,300,,
257,106.4602,12,0.414659,300,,
258,107.3836,14,0.413385,300,,
259,106.5534,13,0.412206,300,,
260,108.3553,9,0.411392,300,,
261,105.0744,10,0.410489,300,,
262,107.6358,10,0.409589,300,,
263,106.3673,9,0.408781,300,,
264,106.0293,11,0.407796,300,,
265,110.8727,10,0.406902,300,,
266,108.1120,14,0.405655,300,,
267,108.9050,11,0.404679,300,,
268,108.1827,17,0.403174,300,,
269,109.6920,13,0.402028,300,,
270,106.3436,11,0.401062,300,,
271,104.4704,13,0.399923,300,,
272,109.5675,13,0.398787,300,,
273,105.3032,12,0.397742,300,,
274,108.5224,12,0.396701,300,,
275,105.2560,14,0.395489,300,,
276,108.1177,11,0.394541,300,,
277,105.5931,13,0.393423,300,,
278,108.6159,19,0.391795,300,,
279,107.7943,11,0.390857,300,,
280,105.6729,18,0.389326,300,,
281,105.3161,13,0.388225,300,,
282,108.3298,20,0.386538,300,,
283,108.8043,10,0.385698,300,,
284,108.4982,14,0.384525,300,,
285,107.5234,12,0.383523,300,,
286,105.8856,11,0.382607,300,,
287,107.5092,21,0.380866,300,,
288,107.9087,11,0.379957,300,,
289,110.9013,10,0.379133,300,,
290,109.0877,12,0.378147,300,,
291,108.0458,11,0.377246,300,,
292,-102.3915,19,0.375695,300,,
293,106.7196,12,0.374720,300,,
294,107.2054,12,0.373747,300,,
295,108.2503,13,0.372696,300,,
296,104.8187,10,0.371891,300,,
297,111.8065,15,0.370686,301,,
298,110.2850,11,0.369805,301,,
299,107.5081,12,0.368847,301,,
300,105.4184,18,0.367416,301,1.0000,107.9705
301,106.6406,14,0.366307,301,,
302,107.0070,14,0.365201,301,,
303,107.9242,12,0.364257,301,,
304,108.1432,13,0.363238,302,,
305,106.5405,14,0.362143,302,,
306,107.6358,10,0.361364,302,,
307,107.6274,10,0.360586,302,,
308,111.1118,9,0.359888,302,,
309,111.1515,12,0.358960,302,,
310,110.9508,10,0.358189,302,,
311,107.0089,11,0.357342,302,,
312,106.6174,10,0.356575,302,,
313,105.4909,13,0.355580,302,,
314,-100.8657,15,0.354436,302,,
315,105.7148,8,0.353828,302,,
316,107.3298,11,0.352994,302,,
317,107.1305,12,0.352086,303,,
318,106.4781,11,0.351256,303,,
319,107.7098,10,0.350504,303,,
320,106.1298,10,0.349754,303,,
321,106.3129,10,0.349006,303,,
322,109.9258,10,0.348259,303,,
323,107.7509,11,0.347440,303,,
324,103.9635,17,0.346178,303,,
325,107.7833,10,0.345439,303,,
326,109.5515,11,0.344628,303,,
327,108.6014,11,0.343818,303,,
328,108.6713,10,0.343085,303,,
329,107.9009,13,0.342134,304,,
330,108.4775,12,0.341259,304,,
331,-100.3857,14,0.340241,304,,
332,107.8227,10,0.339516,304,,
333,108.6596,15,0.338433,304,,
334,105.7803,12,0.337569,304,,
335,106.4963,10,0.336851,304,,
336,-104.2323,11,0.336063,304,,
337,107.0538,12,0.335206,304,,
338,110.2644,12,0.334352,304,,
339,106.1045,16,0.333217,304,,
340,105.7692,12,0.332368,304,,
341,106.1824,12,0.331522,304,,
342,106.7381,11,0.330749,304,,
343,106.4311,10,0.330048,304,,
344,107.1272,13,0.329140,304,,
345,109.3604,10,0.328443,304,,
346,106.5571,10,0.327747,304,,
347,108.5849,12,0.326915,304,,
348,106.5043,12,0.326086,304,,
349,108.1019,11,0.325328,304,,
350,105.6804,16,0.324229,305,1.0000,107.9457
351,107.7794,10,0.323544,305,,
352,107.7176,10,0.322861,305,,
353,107.9511,12,0.322044,306,,
354,107.1788,9,0.321432,306,,
355,107.6251,12,0.320619,306,,
356,106.1524,12,0.319808,306,,
357,106.6701,13,0.318933,306,,
358,108.9900,10,0.318261,306,,
359,109.8993,12,0.317458,306,,
360,106.1742,12,0.316657,306,,
361,108.3992,13,0.315791,306,,
362,106.6143,15,0.314797,308,,
363,107.1655,16,0.313740,308,,
364,105.9018,13,0.312884,308,,
365,106.4885,11,0.312162,308,,
366,107.1637,8,0.311638,308,,
367,110.4056,12,0.310854,309,,
368,107.8364,12,0.310073,309,,
369,108.9910,15,0.309099,309,,
370,107.7875,11,0.308388,309,,
371,110.9425,10,0.307743,309,,
372,107.7733,10,0.307099,309,,
373,106.7041,12,0.306329,309,,
374,107.7747,10,0.305689,309,,
375,107.8755,10,0.305051,309,,
376,108.3067,10,0.304414,309,,
377,110.7573,9,0.303842,309,,
378,107.4868,11,0.303145,309,,
379,107.6614,10,0.302513,309,,
380,108.5784,10,0.301882,309,,
381,109.6879,10,0.301253,309,,
382,110.9817,10,0.300626,309,,
383,105.8535,13,0.299813,309,,
384,107.7530,10,0.299189,309,,
385,107.2420,9,0.298629,309,,
386,106.3870,10,0.298008,309,,
387,104.9899,10,0.297389,309,,
388,106.6095,11,0.296710,309,,
389,106.2888,17,0.295663,309,,
390,107.4257,9,0.295111,309,,
391,108.2640,12,0.294377,309,,
392,108.6622,9,0.293828,309,,
393,-101.8498,14,0.292976,310,,
394,107.1433,12,0.292248,310,,
395,103.5129,17,0.291221,310,,
396,107.5911,17,0.290198,310,,
397,110.9397,11,0.289538,310,,
398,107.4825,15,0.288641,310,,
399,107.9697,10,0.288046,310,,
400,107.1210,10,0.287451,310,1.0000,107.8815
401,109.5574,11,0.286799,310,,
402,105.8753,12,0.286090,310,,
403,106.6012,12,0.285383,310,,
404,107.7685,10,0.284795,310,,
405,107.5928,11,0.284150,310,,
406,107.1938,13,0.283390,310,,
407,107.5190,12,0.282691,310,,
408,107.6285,10,0.282110,310,,
409,101.7970,15,0.281241,310,,
410,107.7212,11,0.280606,310,,
411,104.4739,18,0.279571,310,,
412,107.7712,11,0.278940,310,,
413,102.5931,16,0.278027,310,,
414,109.9034,10,0.277457,310,,
415,108.4171,13,0.276719,310,,
416,104.1577,16,0.275814,310,,
417,112.1593,11,0.275194,310,,
418,109.7398,10,0.274632,310,,
419,107.7240,10,0.274071,310,,
420,107.9389,10,0.273511,310,,
421,107.0793,12,0.272842,310,,
422,107.7447,10,0.272285,310,,
423,108.3076,15,0.271453,310,,
424,105.9162,11,0.270845,310,,
425,107.6114,12,0.270184,310,,
426,107.6330,10,0.269634,310,,
427,107.9371,14,0.268867,310,,
428,108.1321,13,0.268156,310,,
429,106.9933,11,0.267557,310,,
430,107.0748,9,0.267068,310,,
431,102.7672,17,0.266148,310,,
432,105.8641,11,0.265554,310,,
433,103.8905,13,0.264855,310,,
434,107.5574,16,0.263997,310,,
435,108.7555,12,0.263356,310,,
436,107.8193,10,0.262823,310,,
437,110.2165,11,0.262239,310,,
438,103.5309,14,0.261497,310,,
439,110.8606,10,0.260969,310,,
440,107.9331,10,0.260442,310,,
441,107.4444,14,0.259707,310,,
442,106.6438,12,0.259079,310,,
443,106.6192,13,0.258401,310,,
444,107.1629,12,0.257776,310,,
445,107.7453,10,0.257258,310,,
446,105.6272,15,0.256482,310,,
447,109.8009,10,0.255966,310,,
448,107.7208,10,0.255452,310,,
449,109.6955,11,0.254888,310,,
450,107.9936,12,0.254274,310,1.0000,107.7913
451,107.8089,10,0.253764,310,,
452,109.1894,12,0.253154,310,,
453,105.7446,14,0.252444,310,,
454,108.7289,9,0.251989,310,,
455,109.1566,13,0.251333,310,,
456,106.2436,10,0.250831,310,,
457,104.8054,14,0.250129,310,,
458,106.7323,18,0.249230,310,,
459,107.2767,19,0.248286,310,,
460,110.4616,11,0.247742,310,,
461,-101.3864,15,0.247002,310,,
462,106.5739,10,0.246510,310,,
463,107.7663,13,0.245872,310,,
464,111.5917,11,0.245334,310,,
465,105.1540,9,0.244895,310,,
466,108.7720,9,0.244457,310,,
467,107.1636,12,0.243875,310,,
468,105.9443,11,0.243342,310,,
469,107.0680,12,0.242763,310,,
470,107.7329,11,0.242234,310,,
471,107.0970,19,0.241323,310,,
472,108.6259,9,0.240893,310,,
473,107.9715,13,0.240273,311,,
474,109.4081,10,0.239798,311,,
475,106.9069,10,0.239324,311,,
476,108.5914,10,0.238852,311,,
477,107.5239,10,0.238380,311,,
478,106.2501,10,0.237910,311,,
479,107.0843,16,0.237160,311,,
480,106.9193,13,0.236552,311,,
481,-103.4904,13,0.235947,311,,
482,107.5905,10,0.235483,311,,
483,106.3698,12,0.234927,311,,
484,111.6596,12,0.234373,311,,
485,111.0232,9,0.233959,311,,
486,107.6483,10,0.233500,311,,
487,104.9193,15,0.232813,311,,
488,109.8035,13,0.232219,311,,
489,106.2365,10,0.231765,311,,
490,108.2877,14,0.231129,311,,
491,107.9685,12,0.230587,311,,
492,106.7638,17,0.229821,311,,
493,107.8431,11,0.229327,311,,
494,107.3035,10,0.228879,311,,
495,106.4400,15,0.228210,311,,
496,110.8725,9,0.227809,311,,
497,107.8667,16,0.227100,311,,
498,106.5452,10,0.226657,311,,
499,109.0704,20,0.225776,311,,
500,106.3574,10,0.225337,311,1.0000,107.9007
501,107.0219,12,0.224812,311,,
502,106.0857,13,0.224245,311,,
503,106.3247,14,0.223636,311,,
504,107.9148,13,0.223073,311,,
505,107.9713,10,0.222641,311,,
506,107.0349,12,0.222123,311,,
507,107.9764,10,0.221694,311,,
508,106.3937,10,0.221265,311,,
509,107.7469,11,0.220795,311,,
510,108.5700,9,0.220411,311,,
511,106.5779,10,0.219985,311,,
512,107.9093,10,0.219561,311,,
513,110.1496,11,0.219095,311,,
514,108.4209,14,0.218504,311,,
515,110.1332,10,0.218084,311,,
516,107.6947,10,0.217664,311,,
517,107.5498,10,0.217245,311,,
518,107.6838,10,0.216828,311,,
519,108.1933,14,0.216245,311,,
520,104.0267,16,0.215581,311,,
521,108.4255,10,0.215168,311,,
522,107.9123,12,0.214673,311,,
523,104.5879,17,0.213975,311,,
524,109.2195,12,0.213483,311,,
525,107.6055,14,0.212912,311,,
526,110.4121,10,0.212506,311,,
527,106.0884,11,0.212059,311,,
528,110.1358,10,0.211655,311,,
529,106.3351,10,0.211251,311,,
530,103.7424,10,0.210848,311,,
531,107.6222,10,0.210447,311,,
532,111.0197,9,0.210086,311,,
533,107.4504,10,0.209686,311,,
534,107.3689,11,0.209248,311,,
535,105.9920,19,0.208493,311,,
536,107.8993,10,0.208098,311,,
537,111.1158,11,0.207663,311,,
538,109.9756,10,0.207270,311,,
539,110.8964,11,0.206838,311,,
540,107.5627,11,0.206407,311,,
541,108.7948,10,0.206017,311,,
542,106.4625,13,0.205510,311,,
543,108.7787,10,0.205122,311,,
544,108.7722,11,0.204696,311,,
545,107.9182,10,0.204310,311,,
546,109.8864,12,0.203848,311,,
547,106.5051,12,0.203387,311,,
548,108.0227,10,0.203004,311,,
549,108.6763,10,0.202622,311,,
550,108.6225,10,0.202241,311,1.0000,107.7378
551,107.4227,12,0.201785,311,,
552,106.4613,16,0.201179,311,,
553,107.6320,10,0.200801,311,,
554,103.5429,19,0.200087,311,,
555,108.7714,9,0.199749,311,,
556,107.6575,10,0.199375,311,,
557,107.7069,10,0.199002,311,,
558,106.3826,13,0.198519,311,,
559,108.5243,9,0.198185,311,,
560,107.7873,11,0.197778,311,,
561,106.2066,10,0.197409,311,,
562,107.9491,11,0.197004,311,,
563,111.0804,10,0.196637,311,,
564,110.3952,11,0.196235,311,,
565,106.4569,11,0.195833,311,,
566,108.7936,9,0.195505,311,,
567,107.7762,10,0.195142,311,,
568,-103.7569,10,0.194780,311,,
569,108.0994,11,0.194382,312,,
570,106.2333,13,0.193913,312,,
571,107.1248,11,0.193518,312,,
572,107.5894,11,0.193124,312,,
573,106.9056,11,0.192731,312,,
574,107.6080,12,0.192303,312,,
575,105.8348,12,0.191877,312,,
576,107.7823,10,0.191523,312,,
577,108.5201,9,0.191205,312,,
578,107.8872,10,0.190852,312,,
579,105.3569,12,0.190430,312,,
580,108.0020,14,0.189940,312,,
581,107.1707,9,0.189625,312,,
582,107.5088,10,0.189277,312,,
583,107.6992,10,0.188929,312,,
584,107.0026,18,0.188305,312,,
585,111.2080,9,0.187994,312,,
586,104.5957,15,0.187478,312,,
587,107.7160,16,0.186929,312,,
588,107.7804,10,0.186587,312,,
589,109.5274,10,0.186246,312,,
590,107.5954,11,0.185872,312,,
591,107.1379,11,0.185499,312,,
592,107.5546,11,0.185127,312,,
593,108.3730,11,0.184755,312,,
594,108.5638,10,0.184419,312,,
595,107.8313,10,0.184083,312,,
596,105.7641,15,0.183582,312,,
597,107.7681,11,0.183215,312,,
598,107.7381,11,0.182849,312,,
599,108.0069,12,0.182451,312,,
600,108.7257,9,0.182153,312,1.0000,107.8070
601,105.0474,10,0.181823,312,,
602,108.7703,9,0.181527,312,,
603,106.9670,12,0.181133,312,,
604,106.1662,15,0.180642,312,,
605,107.8548,10,0.180316,312,,
606,108.5574,9,0.180023,312,,
607,106.4582,10,0.179698,312,,
608,108.2624,9,0.179407,312,,
609,107.4846,10,0.179084,312,,
610,109.0495,10,0.178762,312,,
611,108.7977,9,0.178472,312,,
612,106.6170,12,0.178087,312,,
613,108.6584,10,0.177767,312,,
614,107.9195,14,0.177321,312,,
615,106.9547,11,0.176971,312,,
616,109.1740,15,0.176496,312,,
617,104.9024,10,0.176180,312,,
618,107.7703,10,0.175865,312,,
619,107.6437,12,0.175488,312,,
620,108.5794,9,0.175206,312,,
621,110.0052,11,0.174862,312,,
622,107.8946,10,0.174551,312,,
623,106.4549,10,0.174240,312,,
624,107.8867,12,0.173867,312,,
625,108.5530,11,0.173527,312,,
626,102.0575,16,0.173034,312,,
627,107.0769,12,0.172666,312,,
628,108.5201,9,0.172390,312,,
629,106.1894,11,0.172054,312,,
630,109.6632,10,0.171749,312,,
631,108.4598,11,0.171415,312,,
632,107.6417,10,0.171112,312,,
633,107.1450,14,0.170688,312,,
634,107.7262,10,0.170387,312,,
635,108.2784,11,0.170056,312,,
636,108.2581,16,0.169577,312,,
637,108.3843,12,0.169219,312,,
638,109.9484,12,0.168862,312,,
639,106.8289,16,0.168387,312,,
640,107.9276,10,0.168092,312,,
641,110.7024,9,0.167826,312,,
642,106.8976,12,0.167473,312,,
643,108.3573,9,0.167209,312,,
644,106.4912,10,0.166917,312,,
645,107.6010,10,0.166625,312,,
646,110.1598,10,0.166334,312,,
647,107.5361,11,0.166014,312,,
648,106.3448,11,0.165696,312,,
649,107.1057,13,0.165320,312,,
650,101.8200,14,0.164917,312,1.0000,107.2105
651,103.4505,13,0.164544,312,,
652,-99.2869,12,0.164201,312,,
653,110.1259,13,0.163831,312,,
654,107.7872,13,0.163461,312,,
655,102.1158,15,0.163037,312,,
656,108.7573,9,0.162783,312,,
657,107.4504,9,0.162529,312,,
658,108.7309,9,0.162276,312,,
659,107.0856,11,0.161968,312,,
660,106.8074,11,0.161660,312,,
661,106.8474,11,0.161354,312,,
662,107.6056,13,0.160992,312,,
663,106.6112,11,0.160688,312,,
664,107.0902,10,0.160411,312,,
665,102.6502,15,0.159998,313,,
666,103.1413,13,0.159641,313,,
667,108.1054,12,0.159313,313,,
668,107.8041,10,0.159040,313,,
669,-102.1853,14,0.158659,313,,
670,-101.1433,13,0.158306,313,,
671,108.1497,13,0.157955,313,,
672,106.9468,11,0.157658,313,,
673,-102.3628,15,0.157255,313,,
674,108.0097,12,0.156934,313,,
675,107.6310,11,0.156640,313,,
676,107.9953,13,0.156294,313,,
677,107.1863,9,0.156055,313,,
678,108.0145,10,0.155791,313,,
679,106.3478,11,0.155500,313,,
680,107.7196,14,0.155132,313,,
681,102.1272,13,0.154790,313,,
682,107.8480,10,0.154529,313,,
683,102.8038,13,0.154190,313,,
684,105.6989,14,0.153826,313,,
685,105.3118,12,0.153515,313,,
686,107.2213,15,0.153127,313,,
687,109.0598,12,0.152818,313,,
688,107.6205,11,0.152536,313,,
689,109.0357,10,0.152280,313,,
690,107.4947,10,0.152024,313,,
691,107.4064,13,0.151693,313,,
692,107.7001,11,0.151414,313,,
693,104.1732,14,0.151060,313,,
694,106.7210,11,0.150782,313,,
695,107.6522,10,0.150531,313,,
696,108.2347,13,0.150204,313,,
697,106.5933,11,0.149929,313,,
698,105.2586,13,0.149605,313,,
699,107.8551,10,0.149356,313,,
700,106.3162,12,0.149059,313,1.0000,107.3331
701,110.2191,11,0.148787,313,,
702,106.2214,10,0.148540,313,,
703,107.7750,10,0.148294,313,,
704,110.6291,10,0.148048,313,,
705,-100.9764,12,0.147755,313,,
706,108.5268,9,0.147535,313,,
707,106.5533,12,0.147243,313,,
708,108.6902,10,0.147000,313,,
709,107.6194,10,0.146758,313,,
710,107.0147,11,0.146492,313,,
711,107.3640,12,0.146203,313,,
712,107.8505,10,0.145963,313,,
713,106.1011,12,0.145675,313,,
714,107.2357,14,0.145341,313,,
715,106.8299,11,0.145079,313,,
716,106.9967,11,0.144818,313,,
717,105.4741,11,0.144558,313,,
718,108.7159,13,0.144251,313,,
719,108.7107,9,0.144039,313,,
720,107.4871,12,0.143758,313,,
721,-101.5451,14,0.143430,314,,
722,108.8462,11,0.143173,314,,
723,106.2414,13,0.142871,314,,
724,-103.0827,11,0.142616,314,,
725,111.0847,10,0.142385,314,,
726,106.8566,11,0.142131,314,,
727,107.9696,10,0.141901,314,,
728,106.2167,13,0.141603,314,,
729,107.4801,14,0.141283,314,,
730,106.8078,11,0.141032,314,,
731,107.2407,12,0.140759,314,,
732,106.2992,10,0.140533,314,,
733,107.6288,12,0.140262,314,,
734,106.1106,13,0.139969,314,,
735,107.7879,11,0.139722,314,,
736,105.4474,11,0.139475,314,,
737,107.6380,10,0.139252,314,,
738,102.7731,14,0.138940,314,,
739,107.4870,11,0.138696,314,,
740,-103.0119,10,0.138474,314,,
741,106.8265,11,0.138231,314,,
742,106.6547,12,0.137967,314,,
743,103.2758,15,0.137638,314,,
744,107.0952,14,0.137332,314,,
745,102.1068,18,0.136939,314,,
746,106.0394,14,0.136636,314,,
747,106.8814,11,0.136398,314,,
748,107.7089,10,0.136182,314,,
749,-102.5199,15,0.135859,314,,
750,108.2007,12,0.135602,314,1.0000,107.3341
751,109.8749,10,0.135389,314,,
752,110.2691,10,0.135175,314,,
753,107.1216,13,0.134899,314,,
754,107.4661,11,0.134666,314,,
755,106.9434,12,0.134412,314,,
756,106.8156,11,0.134180,314,,
757,107.6185,11,0.133949,314,,
758,107.7005,10,0.133740,314,,
759,106.9715,11,0.133510,314,,
760,106.6023,12,0.133259,314,,
761,107.1150,14,0.132969,314,,
762,106.7191,11,0.132741,314,,
763,107.5830,11,0.132514,314,,
